Timestamp,TimeRemaining,BTC_Price,BTC_Open,Diff,Range,Odds,Trend_4h,Trend_1h,RSI_1m,ATR_5m,Hurst,V-UP,V-DN,Sling,Cobra,Coiled,Flag,M_Score,M_Status,Scanners,Up_Ask,Dn_Ask,Up_Bid,Dn_Bid,Shares_UP,Shares_DN,Sim_Bal,Live_Bal,Risk_Bal
2026-04-01 20:43:07,113s,68426.60,68445.40,-18.80,18.90,25.0,NEUTRAL,W-UP,39.5,41.06,0.500,8,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.585,0.400,0.620,0.370,21.74,0.00,90.00,0.00,100.00
2026-04-01 20:43:15,105s,68426.60,68445.40,-18.80,18.90,25.0,NEUTRAL,W-UP,41.0,30.34,0.500,4,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.625,0.375,0.630,0.380,21.74,0.00,90.00,0.00,100.00
2026-04-01 20:43:16,00:00,68426.60,68445.40,-18.80,18.90,25.0,NEUTRAL,W-UP,41.0,30.34,0.500,4,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.625,0.375,0.630,0.380,21.74,0.00,90.00,93.04,90.00
2026-04-01 20:43:22,98s,68426.50,68445.40,-18.90,18.90,13.0,NEUTRAL,W-UP,40.7,31.11,0.500,6,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.570,0.435,0.570,0.440,21.74,0.00,90.00,0.00,100.00
2026-04-01 20:43:31,89s,68426.60,68445.40,-18.80,18.90,19.0,NEUTRAL,W-UP,40.6,31.25,0.500,6,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.590,0.405,0.600,0.410,21.74,0.00,90.00,0.00,100.00
2026-04-01 20:43:32,00:00,68426.60,68445.40,-18.80,18.90,19.0,NEUTRAL,W-UP,40.6,31.25,0.500,6,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.590,0.405,0.600,0.410,21.74,0.00,90.00,93.04,90.00
2026-04-01 20:43:41,79s,68426.60,68445.40,-18.80,18.90,9.0,NEUTRAL,W-UP,40.6,31.25,0.500,0,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.585,0.455,0.590,0.500,21.74,0.00,90.00,0.00,100.00
2026-04-01 20:43:47,00:00,68426.60,68445.40,-18.80,18.90,9.0,NEUTRAL,W-UP,40.6,31.25,0.500,0,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.585,0.455,0.590,0.500,21.74,0.00,90.00,93.04,90.00
2026-04-01 20:43:51,69s,68426.50,68445.40,-18.90,18.90,-49.0,NEUTRAL,W-UP,39.0,34.97,0.500,0,24,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.295,0.740,0.260,0.750,21.74,37.04,62.96,0.00,100.00
2026-04-01 20:44:00,60s,68411.80,68445.40,-33.60,33.60,-37.0,NEUTRAL,W-UP,38.1,37.16,0.500,0,12,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.280,0.685,0.320,0.690,21.74,37.04,62.96,0.00,100.00
2026-04-01 20:44:02,00:00,68411.80,68445.40,-33.60,33.60,-37.0,NEUTRAL,W-UP,38.1,37.16,0.500,0,12,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.280,0.685,0.320,0.690,21.74,37.04,62.96,93.04,62.96
2026-04-01 20:44:10,50s,68437.77,68445.40,-7.63,33.60,-29.0,NEUTRAL,W-UP,38.8,27.73,0.500,0,5,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.345,0.670,0.370,0.660,21.74,37.04,62.96,0.00,100.00
2026-04-01 20:44:18,42s,68411.80,68445.40,-33.60,33.60,-54.0,NEUTRAL,W-UP,38.8,27.73,0.500,0,18,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.290,0.775,0.240,0.780,21.74,37.04,62.96,0.00,100.00
2026-04-01 20:44:18,00:00,68411.80,68445.40,-33.60,33.60,-54.0,NEUTRAL,W-UP,38.8,27.73,0.500,0,18,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.290,0.775,0.240,0.780,21.74,37.04,62.96,93.04,62.96
2026-04-01 20:44:27,33s,68411.80,68445.40,-33.60,33.60,-54.0,NEUTRAL,W-UP,38.1,29.20,0.500,0,23,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.230,0.770,0.240,0.780,21.74,37.04,62.96,0.00,100.00
2026-04-01 20:44:33,27s,68405.60,68445.40,-39.80,39.80,-81.0,NEUTRAL,W-UP,38.1,29.31,0.500,0,24,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.110,0.905,0.110,0.920,21.74,37.04,62.96,0.00,100.00
2026-04-01 20:44:34,00:00,68405.60,68445.40,-39.80,39.80,-81.0,NEUTRAL,W-UP,38.1,29.31,0.500,0,24,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.110,0.905,0.110,0.920,21.74,37.04,62.96,93.04,62.96
2026-04-01 20:44:42,18s,68415.72,68445.40,-29.68,39.80,-95.0,NEUTRAL,W-UP,37.2,31.33,0.500,0,28,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.035,0.970,0.030,0.980,21.74,0.00,99.26,0.00,100.00
2026-04-01 20:44:50,00:00,68415.72,68445.40,-29.68,39.80,-95.0,NEUTRAL,W-UP,37.2,31.33,0.500,0,10,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.035,0.970,0.030,0.980,21.74,0.00,99.26,93.04,99.26
2026-04-01 20:44:54,6s,68415.72,68445.40,-29.68,39.80,-90.0,NEUTRAL,W-UP,38.1,33.01,0.500,0,15,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.100,0.915,0.070,0.970,21.74,0.00,99.26,0.00,100.00
2026-04-01 20:45:05,0s,68405.70,68445.40,-39.70,39.80,-99.0,NEUTRAL,W-UP,38.1,33.01,0.500,0,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.010,0.985,0.010,1.000,0.00,0.00,99.48,0.00,100.00
2026-04-01 20:45:06,00:00,68405.70,68445.40,-39.70,39.80,-99.0,NEUTRAL,W-UP,38.1,33.01,0.500,0,0,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.010,0.985,0.010,1.000,0.00,0.00,99.48,93.04,99.48
2026-04-01 20:45:16,284s,68405.70,68405.70,0.00,0.00,5.0,NEUTRAL,W-UP,40.0,26.82,0.500,9,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.555,0.470,0.540,0.490,0.00,0.00,99.48,0.00,99.48
2026-04-01 20:45:22,00:00,68405.70,68405.70,0.00,0.00,5.0,NEUTRAL,W-UP,40.0,26.82,0.500,9,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.555,0.470,0.540,0.490,0.00,0.00,99.48,93.04,99.48
2026-04-01 20:45:27,273s,68405.70,68405.70,0.00,0.00,0.0,NEUTRAL,W-UP,38.1,26.82,0.500,13,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.470,0.505,0.490,0.490,0.00,0.00,99.48,0.00,99.48
2026-04-01 20:45:38,00:00,68405.70,68405.70,0.00,0.00,0.0,NEUTRAL,W-UP,38.1,26.82,0.500,13,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.470,0.505,0.490,0.490,0.00,0.00,99.48,93.04,99.48
2026-04-01 20:45:40,260s,68411.05,68405.70,5.35,5.35,-18.0,NEUTRAL,W-UP,37.8,29.04,0.500,0,6,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.455,0.560,0.430,0.610,0.00,0.00,99.48,0.00,99.48
2026-04-01 20:45:50,250s,68404.40,68405.70,-1.30,6.65,-29.0,NEUTRAL,W-UP,35.8,32.02,0.500,0,19,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.360,0.640,0.370,0.660,0.00,0.00,99.48,0.00,99.48
2026-04-01 20:45:54,00:00,68404.40,68405.70,-1.30,6.65,-29.0,NEUTRAL,W-UP,35.8,32.02,0.500,0,19,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.360,0.640,0.370,0.660,0.00,0.00,99.48,93.04,99.48
2026-04-01 20:46:00,240s,68386.50,68405.70,-19.20,24.55,-21.0,NEUTRAL,W-UP,35.0,34.02,0.500,0,1,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.365,0.615,0.400,0.610,0.00,0.00,99.48,0.00,99.48
2026-04-01 20:46:08,232s,68384.70,68405.70,-21.00,26.35,-19.0,NEUTRAL,W-UP,36.4,34.24,0.500,3,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.425,0.590,0.420,0.610,0.00,0.00,99.48,0.00,99.48
2026-04-01 20:46:10,00:00,68384.70,68405.70,-21.00,26.35,-19.0,NEUTRAL,W-UP,36.4,34.24,0.500,3,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.425,0.590,0.420,0.610,0.00,0.00,99.48,93.04,99.48
2026-04-01 20:46:16,224s,68384.70,68405.70,-21.00,26.35,-11.0,NEUTRAL,W-UP,36.4,29.17,0.500,2,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.430,0.555,0.440,0.550,0.00,0.00,99.48,0.00,99.48
2026-04-01 20:46:24,216s,68384.70,68405.70,-21.00,26.35,-2.0,NEUTRAL,W-UP,37.3,30.23,0.500,6,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.515,0.510,0.530,0.550,0.00,0.00,99.48,0.00,99.48
2026-04-01 20:46:26,00:00,68384.70,68405.70,-21.00,26.35,-2.0,NEUTRAL,W-UP,37.3,30.23,0.500,6,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.515,0.510,0.530,0.550,0.00,0.00,99.48,93.04,99.48
2026-04-01 20:46:35,205s,68378.87,68405.70,-26.83,32.18,-17.0,NEUTRAL,W-UP,36.8,32.03,0.500,2,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.435,0.585,0.420,0.590,0.00,0.00,99.48,0.00,99.48
2026-04-01 20:46:42,00:00,68378.87,68405.70,-26.83,32.18,-17.0,NEUTRAL,W-UP,36.8,32.03,0.500,2,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.435,0.585,0.420,0.590,0.00,0.00,99.48,93.04,99.48
2026-04-01 20:46:46,194s,68397.24,68405.70,-8.46,32.18,-31.0,NEUTRAL,W-UP,35.8,33.43,0.500,0,30,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.345,0.660,0.350,0.660,0.00,0.00,99.48,0.00,99.48
2026-04-01 20:46:57,00:00,68397.24,68405.70,-8.46,32.18,-31.0,NEUTRAL,W-UP,35.8,33.43,0.500,0,30,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.345,0.660,0.350,0.660,0.00,0.00,99.48,93.04,99.48
